id_transaccion,fecha_gasto,concepto,proveedor,monto_usd,metodo_pago,estado_pago,concepto_clean,proveedor_clean,monto_usd_clean,fecha_gasto_clean,metodo_pago_clean,estado_pago_clean,z_score_robusto,monto_usd_final,anio_mes,cluster_gasto,categoria_gasto_ml,anomalia_iforest,es_anomalia_ml
TXN-2026-0224,2026-07-25,Honorarios Consultoría Quant,MercadoLibre Colombia,583.08,PayPal,Pagado,Honorarios Consultoría Quant,Mercadolibre Colombia,583.08,2026-07-25,Paypal,APROBADO,-0.15143826915248243,583.08,2026-07,0,Perfil_1,1,NORMAL
TXN-2026-0400,2026-03-22,Servicios de Nube AWS,Amazon Web Services LLC,255.66,Efectivo,CANCELADO,Servicios De Nube Aws,Amazon Web Services Llc,255.66,2026-03-22,Efectivo,CANCELADO,-0.8854711053613044,255.66,2026-03,0,Perfil_1,1,NORMAL
TXN-2026-0220,2026-08-22,Transporte Logístico Urabá,Agropecuaria y Mascotas Mutatá,70.56,Efectivo,Aprobado,Transporte Logístico Urabá,Agropecuaria Y Mascotas Mutatá,70.56,2026-08-22,Efectivo,APROBADO,-1.3004411071396103,70.56,2026-08,0,Perfil_1,1,NORMAL
TXN-2026-0130,2026-05-17,Mantenimiento Servidor Local / Ngrok,ETB / Tigo Telecomunicaciones,,Tarjeta de Crédito Corporativa,PAGADO,Mantenimiento Servidor Local / Ngrok,Etb / Tigo Telecomunicaciones,587.415,2026-05-17,Tarjeta De Crédito Corporativa,APROBADO,-0.14171976586934398,587.415,2026-05,0,Perfil_1,1,NORMAL
TXN-2026-0402,2026-01-20,Suscripción OpenAI API,PetShop Supply Co.,461.98,Pse / Débito,Pendiente,Suscripción Openai Api,Petshop Supply Co.,461.98,2026-01-20,Pse / Débito,PENDIENTE,-0.42292863768491273,461.98,2026-01,0,Perfil_1,1,NORMAL
TXN-2026-0275,2026-06-10,Publicidad Meta Ads (Instagram/FB),Microsoft Ireland Operations,105795.0,Pse / Débito,CANCELADO,Publicidad Meta Ads (Instagram/Fb),Microsoft Ireland Operations,105795.0,2026-06-10,Pse / Débito,CANCELADO,235.7199319604476,1827.475,2026-06,2,Perfil_3,-1,ALERTA
TXN-2026-0445,2026-07-25,Honorarios Consultoría Quant,MercadoLibre Colombia,205.47,Tarjeta de Crédito Corporativa,Error Banco,Honorarios Consultoría Quant,Mercadolibre Colombia,205.47,2026-07-25,Tarjeta De Crédito Corporativa,ERROR BANCO,-0.9979905239958432,205.47,2026-07,0,Perfil_1,1,NORMAL
TXN-2026-0404,2026-06-19,Herramientas de Hardware IoT (Raspberry/ESP32),Transportes del Darién S.A.,101.36,Pse / Débito,Pendiente,Herramientas De Hardware Iot (Raspberry/Espe2),Transportes Del Darién S.A.,101.36,2026-06-19,Pse / Débito,PENDIENTE,-1.2313915336400325,101.36,2026-06,0,Perfil_1,1,NORMAL
TXN-2026-0447,2026-05-14,Servicio de Internet Fibra Óptica,Amazon Web Services LLC,986.97,,Error Banco,Servicio De Internet Fibra Óptica,Amazon Web Services Llc,986.97,2026-05-14,No Registrado,ERROR BANCO,0.754030310092466,986.97,2026-05,1,Perfil_2,1,NORMAL
TXN-2026-0339,2026-08-02,Insumos Peluquería Canina HeisGroomer,PetShop Supply Co.,94.41,Efectivo,Error Banco,Insumos Peluquería Canina Heisgroomer,Petshop Supply Co.,94.41,2026-08-02,Efectivo,ERROR BANCO,-1.246972525062827,94.41,2026-08,0,Perfil_1,1,NORMAL
TXN-2026-0377,2026-03-11,Honorarios Consultoría Quant,Meta Platforms Ireland Ltd,783.88,Tarjeta de Crédito Corporativa,CANCELADO,Honorarios Consultoría Quant,Meta Platforms Ireland Ltd,783.88,2026-03-11,Tarjeta De Crédito Corporativa,CANCELADO,0.2987290801564522,783.88,2026-03,1,Perfil_2,1,NORMAL
TXN-2026-0350,2026-02-24,Transporte Logístico Urabá,Milesight IoT Co.,333.86,Tarjeta de Crédito Corporativa,Error Banco,Transporte Logístico Urabá,Milesight Iot Co.,333.86,2026-02-24,Tarjeta De Crédito Corporativa,ERROR BANCO,-0.7101569284889999,333.86,2026-02,0,Perfil_1,1,NORMAL
TXN-2026-0325,2026-05-08,Honorarios Consultoría Quant,Microsoft Ireland Operations,1179.12,Tarjeta de Crédito Corporativa,CANCELADO,Honorarios Consultoría Quant,Microsoft Ireland Operations,1179.12,2026-05-08,Tarjeta De Crédito Corporativa,CANCELADO,1.1848054902205125,1179.12,2026-05,1,Perfil_2,1,NORMAL
TXN-2026-0113,02/06/2026,Suscripción Canva Pro / Marketing,OpenAI LLC,655.16,Tarjeta de Crédito Corporativa,Pagado,Suscripción Canva Pro / Marketing,Openai Llc,655.16,2026-02-06,Tarjeta De Crédito Corporativa,APROBADO,0.010155667790684827,655.16,2026-02,1,Perfil_2,1,NORMAL
TXN-2026-0180,2026-05-12,Insumos Peluquería Canina HeisGroomer,Milesight IoT Co.,331.95,Tarjeta de Crédito Corporativa,PAGADO,Insumos Peluquería Canina Heisgroomer,Milesight Iot Co.,331.95,2026-05-12,Tarjeta De Crédito Corporativa,APROBADO,-0.7144388987936816,331.95,2026-05,0,Perfil_1,1,NORMAL
TXN-2026-0368,2026-02-01,Transporte Logístico Urabá,Amazon Web Services LLC,773.78,,Pagado,Transporte Logístico Urabá,Amazon Web Services Llc,773.78,2026-02-01,No Registrado,APROBADO,0.2760862005348374,773.78,2026-02,1,Perfil_2,1,NORMAL
TXN-2026-0324,2026-06-29,4lim3nto m3dic4do m4scot4s,Transportes del Darién S.A.,728.83,Pse / Débito,pagado,Alimento Medicado Mascotas,Transportes Del Darién S.A.,728.83,2026-06-29,Pse / Débito,APROBADO,0.1753141768723046,728.83,2026-06,1,Perfil_2,1,NORMAL
TXN-2026-0315,2026-04-02,Herramientas de Hardware IoT (Raspberry/ESP32),Meta Platforms Ireland Ltd,685.3,PayPal,Aprobado,Herramientas De Hardware Iot (Raspberry/Espe2),Meta Platforms Ireland Ltd,685.3,2026-04-02,Paypal,APROBADO,0.07772560757241434,685.3,2026-04,1,Perfil_2,1,NORMAL
TXN-2026-0343,2026-08-16,  Honorarios Consultoría Quant   ,Milesight IoT Co.,578.13,,Error Banco,Honorarios Consultoría Quant,Milesight Iot Co.,578.13,2026-08-16,No Registrado,ERROR BANCO,-0.1625355220363432,578.13,2026-08,0,Perfil_1,1,NORMAL
TXN-2026-0234,2026-03-03,Mantenimiento Servidor Local / Ngrok,Beeks Financial Cloud / MQ Hosting,331.78,PayPal,PAGADO,Mantenimiento Servidor Local / Ngrok,Beeks Financial Cloud / Mq Hosting,331.78,2026-03-03,Paypal,APROBADO,-0.714820016569491,331.78,2026-03,0,Perfil_1,1,NORMAL
TXN-2026-0297,2026-05-01,Suscripción OpenAI API,OpenAI LLC,1031.12,Efectivo,Pendiente,Suscripción Openai Api,Openai Llc,1031.12,2026-05-01,Efectivo,PENDIENTE,0.8530088383394252,1031.12,2026-05,1,Perfil_2,1,NORMAL
TXN-2026-0165,2026-05-12,Transporte Logístico Urabá,OpenAI LLC,184.19,,Pagado,Transporte Logístico Urabá,Openai Llc,184.19,2026-05-12,No Registrado,APROBADO,-1.045697502050097,184.19,2026-05,0,Perfil_1,1,NORMAL
TXN-2026-0137,2026-05-10,publicid4d m3t4 4ds (inst4gr4m/fb),Meta Platforms Ireland Ltd,451.95,Tarjeta de Crédito Corporativa,pagado,Publicidad Meta Ads (Instagram/Fb),Meta Platforms Ireland Ltd,451.95,2026-05-10,Tarjeta De Crédito Corporativa,APROBADO,-0.4454145864576649,451.95,2026-05,0,Perfil_1,1,NORMAL
TXN-2026-0198,,Alimento Medicado Mascotas,Distribuidora Estética Mascotas SAS,134.15,Tarjeta de Crédito Corporativa,Pendiente,Alimento Medicado Mascotas,Distribuidora Estética Mascotas Sas,134.15,2026-05-10,Tarjeta De Crédito Corporativa,PENDIENTE,-1.157880640294216,134.15,2026-05,0,Perfil_1,1,NORMAL
TXN-2026-0259,2026-07-01,Suscripción Canva Pro / Marketing,Distribuidora Estética Mascotas SAS,817.41,Transferencia Bancaria,pagado,Suscripción Canva Pro / Marketing,Distribuidora Estética Mascotas Sas,817.41,2026-07-01,Transferencia Bancaria,APROBADO,0.3738989567616742,817.41,2026-07,1,Perfil_2,1,NORMAL
TXN-2026-0233,2026-07-04,Licencias MetaTrader 5 / VPS Trading,Amazon Web Services LLC,841.96,Transferencia Bancaria,Pagado,Licencias Metatrader S / Vps Trading,Amazon Web Services Llc,841.96,2026-07-04,Transferencia Bancaria,APROBADO,0.42893684732708437,841.96,2026-07,1,Perfil_2,1,NORMAL
TXN-2026-0116,2026-03-19,Servicios de Nube AWS,Amazon Web Services LLC,1019.05,Tarjeta de Crédito Corporativa,PAGADO,Servicios De Nube Aws,Amazon Web Services Llc,1019.05,2026-03-19,Tarjeta De Crédito Corporativa,APROBADO,0.825949476256961,1019.05,2026-03,1,Perfil_2,1,NORMAL
TXN-2026-0121,2026-05-24,Transporte Logístico Urabá,Microsoft Ireland Operations,1050.22,Efectivo,CANCELADO,Transporte Logístico Urabá,Microsoft Ireland Operations,1050.22,2026-05-24,Efectivo,CANCELADO,0.8958285413862415,1050.22,2026-05,1,Perfil_2,1,NORMAL
TXN-2026-0333,2026-06-13,Servicios Nube Azure,Meta Platforms Ireland Ltd,380.4,Efectivo,Aprobado,Servicios Nube Azure,Meta Platforms Ireland Ltd,380.4,2026-06-13,Efectivo,APROBADO,-0.6058203326880148,380.4,2026-06,0,Perfil_1,1,NORMAL
TXN-2026-0225,2026-02-18,Servicios Nube Azure,PetShop Supply Co.,582.52,Pse / Débito,PAGADO,Servicios Nube Azure,Petshop Supply Co.,582.52,2026-02-18,Pse / Débito,APROBADO,-0.15269371594338396,582.52,2026-02,0,Perfil_1,1,NORMAL
TXN-2026-0385,2026.04.16,Mantenimiento Servidor Local / Ngrok,Amazon Web Services LLC,953.26,PayPal,pagado,Mantenimiento Servidor Local / Ngrok,Amazon Web Services Llc,953.26,2026-04-16,Paypal,APROBADO,0.6784568970187399,953.26,2026-04,1,Perfil_2,1,NORMAL
TXN-2026-0322,2026-02-04,Honorarios Consultoría Quant,Agropecuaria y Mascotas Mutatá,1153.38,Transferencia Bancaria,pagado,Honorarios Consultoría Quant,Agropecuaria Y Mascotas Mutatá,1153.38,2026-02-04,Transferencia Bancaria,APROBADO,1.1270997752244374,1153.38,2026-02,1,Perfil_2,1,NORMAL
TXN-2026-0128,2026-03-30,Licencias MetaTrader 5 / VPS Trading,MercadoLibre Colombia,591.66,Tarjeta de Crédito Corporativa,pagado,Licencias Metatrader S / Vps Trading,Mercadolibre Colombia,591.66,2026-03-30,Tarjeta De Crédito Corporativa,APROBADO,-0.13220303082045737,591.66,2026-03,0,Perfil_1,1,NORMAL
TXN-2026-0286,2026-06-15,Mantenimiento Servidor Local / Ngrok,Transportes del Darién S.A.,735.0,Tarjeta de Crédito Corporativa,CANCELADO,Mantenimiento Servidor Local / Ngrok,Transportes Del Darién S.A.,735.0,2026-06-15,Tarjeta De Crédito Corporativa,CANCELADO,0.18914651026491472,735.0,2026-06,1,Perfil_2,1,NORMAL
TXN-2026-0394,2026-05-22,Compra Sensores LoRaWAN AgroTech,Milesight IoT Co.,359.34,Transferencia Bancaria,CANCELADO,Compra Sensores Lorawan Agrotech,Milesight Iot Co.,359.34,2026-05-22,Transferencia Bancaria,CANCELADO,-0.6530340995029859,359.34,2026-05,0,Perfil_1,1,NORMAL
TXN-2026-0108,2026-03-19,Servicios Nube Azure,Microsoft Ireland Operations,651.99,PayPal,CANCELADO,Servicios Nube Azure,Microsoft Ireland Operations,651.99,2026-03-19,Paypal,CANCELADO,0.003048942206475142,651.99,2026-03,1,Perfil_2,1,NORMAL
TXN-2026-0354,2026-06-13,Licencias MetaTrader 5 / VPS Trading,Beeks Financial Cloud / MQ Hosting,1143.34,Transferencia Bancaria,Error Banco,Licencias Metatrader S / Vps Trading,Beeks Financial Cloud / Mq Hosting,1143.34,2026-06-13,Transferencia Bancaria,ERROR BANCO,1.1045914077589902,1143.34,2026-06,1,Perfil_2,1,NORMAL
TXN-2026-0311,20/01/2026,Servicios Nube Azure,Milesight IoT Co.,540.47,PayPal,PAGADO,Servicios Nube Azure,Milesight Iot Co.,540.47,2026-01-20,Paypal,APROBADO,-0.24696431872446306,540.47,2026-01,0,Perfil_1,1,NORMAL
TXN-2026-0134,2026-03-31,Suscripción Canva Pro / Marketing,MercadoLibre Colombia,294.98,Transferencia Bancaria,Pendiente,Suscripción Canva Pro / Marketing,Mercadolibre Colombia,294.98,2026-03-31,Transferencia Bancaria,PENDIENTE,-0.7973208056858694,294.98,2026-03,0,Perfil_1,1,NORMAL
TXN-2026-0347,2026-08-13,Suscripción Canva Pro / Marketing,Amazon Web Services LLC,555.89,Transferencia Bancaria,Error Banco,Suscripción Canva Pro / Marketing,Amazon Web Services Llc,555.89,2026-08-13,Transferencia Bancaria,ERROR BANCO,-0.212394694589285,555.89,2026-08,0,Perfil_1,1,NORMAL
TXN-2026-0045,2026-05-02,Herramientas de Hardware IoT (Raspberry/ESP32),PetShop Supply Co.,115.48,Pse / Débito,Error Banco,Herramientas De Hardware Iot (Raspberry/Espe2),Petshop Supply Co.,115.48,2026-05-02,Pse / Débito,ERROR BANCO,-1.1997363395551612,115.48,2026-05,0,Perfil_1,1,NORMAL
TXN-2026-0438,2026-06-18,Servicio de Internet Fibra Óptica,ETB / Tigo Telecomunicaciones,1077.91,Efectivo,Aprobado,Servicio De Internet Fibra Óptica,Etb / Tigo Telecomunicaciones,1077.91,2026-06-18,Efectivo,APROBADO,0.9579059014577774,1077.91,2026-06,1,Perfil_2,1,NORMAL
TXN-2026-0066,2026-03-13,Honorarios Consultoría Quant,Beeks Financial Cloud / MQ Hosting,627.2,Transferencia Bancaria,PAGADO,Honorarios Consultoría Quant,Beeks Financial Cloud / Mq Hosting,627.2,2026-03-13,Transferencia Bancaria,APROBADO,-0.05252699698360691,627.2,2026-03,1,Perfil_2,1,NORMAL
TXN-2026-0284,2026-05-16,Servicio de Internet Fibra Óptica,MercadoLibre Colombia,431.16,Transferencia Bancaria,pagado,Servicio De Internet Fibra Óptica,Mercadolibre Colombia,431.16,2026-05-16,Transferencia Bancaria,APROBADO,-0.49202304856987966,431.16,2026-05,0,Perfil_1,1,NORMAL
TXN-2026-0086,2026-03-03,lic3nci4s m3t4tr4d3r 5 / vps tr4ding,ETB / Tigo Telecomunicaciones,498.47,Tarjeta de Crédito Corporativa,Pagado,Licencias Metatrader S / Vps Trading,Etb / Tigo Telecomunicaciones,498.47,2026-03-03,Tarjeta De Crédito Corporativa,APROBADO,-0.3411228280420689,498.47,2026-03,0,Perfil_1,1,NORMAL
TXN-2026-0243,2026-01-22,Alimento Medicado Mascotas,PetShop Supply Co.,197.82,PayPal,Pagado,Alimento Medicado Mascotas,Petshop Supply Co.,197.82,2026-01-22,Paypal,APROBADO,-1.0151408239072643,197.82,2026-01,0,Perfil_1,1,NORMAL
TXN-2026-0187,2026-04-27,Mantenimiento Servidor Local / Ngrok,OpenAI LLC,741.49,Pse / Débito,Aprobado,Mantenimiento Servidor Local / Ngrok,Openai Llc,741.49,2026-04-27,Pse / Débito,APROBADO,0.20369624182375431,741.49,2026-04,1,Perfil_2,1,NORMAL
TXN-2026-0160,2026-02-21,Insumos Peluquería Canina HeisGroomer,Beeks Financial Cloud / MQ Hosting,1187.11,,CANCELADO,Insumos Peluquería Canina Heisgroomer,Beeks Financial Cloud / Mq Hosting,1187.11,2026-02-21,No Registrado,CANCELADO,1.2027180256835523,1187.11,2026-02,1,Perfil_2,1,NORMAL
TXN-2026-0013,2026-03-09,Herramientas de Hardware IoT (Raspberry/ESP32),OpenAI LLC,141.1,Pse / Débito,Pendiente,Herramientas De Hardware Iot (Raspberry/Espe2),Openai Llc,141.1,2026-03-09,Pse / Débito,PENDIENTE,-1.1422996488714217,141.1,2026-03,0,Perfil_1,1,NORMAL
TXN-2026-0036,2026-07-24,Alimento Medicado Mascotas,Amazon Web Services LLC,1110.52,Efectivo,Error Banco,Alimento Medicado Mascotas,Amazon Web Services Llc,1110.52,2026-07-24,Efectivo,ERROR BANCO,1.0310132583350897,1110.52,2026-07,1,Perfil_2,1,NORMAL
TXN-2026-0029,2026-01-26,Compra Sensores LoRaWAN AgroTech,ETB / Tigo Telecomunicaciones,1120.91,Transferencia Bancaria,Pendiente,Compra Sensores Lorawan Agrotech,Etb / Tigo Telecomunicaciones,1120.91,2026-01-26,Transferencia Bancaria,PENDIENTE,1.0543062800448502,1120.91,2026-01,1,Perfil_2,1,NORMAL
TXN-2026-0171,2026-07-22,h3rr4mi3nt4s d3 h4rdw4r3 iot (r4spb3rry/3sp32),Meta Platforms Ireland Ltd,671.52,Pse / Débito,Pagado,Herramientas De Hardware Iot (Raspberry/Espe2),Meta Platforms Ireland Ltd,671.52,2026-07-22,Pse / Débito,APROBADO,0.04683264903916181,671.52,2026-07,1,Perfil_2,1,NORMAL
TXN-2026-0143,2026-04-07,Insumos Peluquería Canina HeisGroomer,OpenAI LLC,997.32,Pse / Débito,CANCELADO,Insumos Peluquería Canina Heisgroomer,Openai Llc,997.32,2026-04-07,Pse / Débito,CANCELADO,0.7772336570314474,997.32,2026-04,1,Perfil_2,1,NORMAL
TXN-2026-0381,2026-05-13,HONORARIOS CONSULTORÍA QUANT,Transportes del Darién S.A.,799.13,PayPal,CANCELADO,Honorarios Consultoría Quant,Transportes Del Darién S.A.,799.13,2026-05-13,Paypal,CANCELADO,0.332917586515821,799.13,2026-05,1,Perfil_2,1,NORMAL
TXN-2026-0379,06/06/2026,Transporte Logístico Urabá,PetShop Supply Co.,169.83,Tarjeta de Crédito Corporativa,PAGADO,Transporte Logístico Urabá,Petshop Supply Co.,169.83,2026-06-06,Tarjeta De Crédito Corporativa,APROBADO,-1.0778907447596402,169.83,2026-06,0,Perfil_1,1,NORMAL
TXN-2026-0222,,Alimento Medicado Mascotas,Agropecuaria y Mascotas Mutatá,173.9,Transferencia Bancaria,Pagado,Alimento Medicado Mascotas,Agropecuaria Y Mascotas Mutatá,173.9,2026-06-06,Transferencia Bancaria,APROBADO,-1.0687663368329103,173.9,2026-06,0,Perfil_1,1,NORMAL
TXN-2026-0096,2026-04-06,Compra Sensores LoRaWAN AgroTech,ETB / Tigo Telecomunicaciones,822.93,Transferencia Bancaria,Error Banco,Compra Sensores Lorawan Agrotech,Etb / Tigo Telecomunicaciones,822.93,2026-04-06,Transferencia Bancaria,ERROR BANCO,0.3862740751291309,822.93,2026-04,1,Perfil_2,1,NORMAL
TXN-2026-0052,2026-01-21,Compra Sensores LoRaWAN AgroTech,Agropecuaria y Mascotas Mutatá,,Efectivo,PAGADO,Compra Sensores Lorawan Agrotech,Agropecuaria Y Mascotas Mutatá,478.02,2026-01-21,Efectivo,APROBADO,-0.38696905460266523,478.02,2026-01,0,Perfil_1,1,NORMAL
TXN-2026-0241,2026-03-29,Servicio de Internet Fibra Óptica,Transportes del Darién S.A.,$931.66,PayPal,PAGADO,Servicio De Internet Fibra Óptica,Transportes Del Darién S.A.,931.66,2026-03-29,Paypal,APROBADO,0.6300325207982568,931.66,2026-03,1,Perfil_2,1,NORMAL
TXN-2026-0356,2026-04-18,Honorarios Consultoría Quant,Amazon Web Services LLC,1193.78,PayPal,Pendiente,Honorarios Consultoría Quant,Amazon Web Services Llc,1193.78,2026-04-18,Paypal,PENDIENTE,1.217671293710896,1193.78,2026-04,1,Perfil_2,1,NORMAL
TXN-2026-0362,2026-07-19,Insumos Peluquería Canina HeisGroomer,MercadoLibre Colombia,,Efectivo,Error Banco,Insumos Peluquería Canina Heisgroomer,Mercadolibre Colombia,713.095,2026-07-19,Efectivo,ERROR BANCO,0.1400383639172444,713.095,2026-07,1,Perfil_2,1,NORMAL
TXN-2026-0179,2026-04-17,Compra Sensores LoRaWAN AgroTech,Distribuidora Estética Mascotas SAS,385.41,PayPal,Pendiente,Compra Sensores Lorawan Agrotech,Distribuidora Estética Mascotas Sas,385.41,2026-04-17,Paypal,PENDIENTE,-0.5945885676479861,385.41,2026-04,0,Perfil_1,1,NORMAL
TXN-2026-0042,2026-08-24,Insumos Peluquería Canina HeisGroomer,MercadoLibre Colombia,867.91,PayPal,Aprobado,Insumos Peluquería Canina Heisgroomer,Mercadolibre Colombia,867.91,2026-08-24,Paypal,APROBADO,0.48711335486974794,867.91,2026-08,1,Perfil_2,1,NORMAL
TXN-2026-0371,2026-01-27,Servicio de Internet Fibra Óptica,Microsoft Ireland Operations,944.94,Pse / Débito,Aprobado,Servicio De Internet Fibra Óptica,Microsoft Ireland Operations,944.94,2026-01-27,Pse / Débito,APROBADO,0.6598045446967762,944.94,2026-01,1,Perfil_2,1,NORMAL
TXN-2026-0207,2026-06-26,Licencias MetaTrader 5 / VPS Trading,Distribuidora Estética Mascotas SAS,274.67,Transferencia Bancaria,pagado,Licencias Metatrader S / Vps Trading,Distribuidora Estética Mascotas Sas,274.67,2026-06-26,Transferencia Bancaria,APROBADO,-0.8428531705487402,274.67,2026-06,0,Perfil_1,1,NORMAL
TXN-2026-0283,2026-07-07,Servicios Nube Azure,Distribuidora Estética Mascotas SAS,369.62,Transferencia Bancaria,CANCELADO,Servicios Nube Azure,Distribuidora Estética Mascotas Sas,369.62,2026-07-07,Transferencia Bancaria,CANCELADO,-0.629987683412867,369.62,2026-07,0,Perfil_1,1,NORMAL
TXN-2026-0255,2026-04-01,Servicio de Internet Fibra Óptica,Amazon Web Services LLC,779.36,PayPal,PAGADO,Servicio De Internet Fibra Óptica,Amazon Web Services Llc,779.36,2026-04-01,Paypal,APROBADO,0.28859583105846226,779.36,2026-04,1,Perfil_2,1,NORMAL
TXN-2026-0395,2026-02-15,Honorarios Consultoría Quant,MercadoLibre Colombia,151.76,Efectivo,CANCELADO,Honorarios Consultoría Quant,Mercadolibre Colombia,151.76,2026-02-15,Efectivo,CANCELADO,-1.1184013224589053,151.76,2026-02,0,Perfil_1,1,NORMAL
TXN-2026-0005,2026-06-08,Insumos Peluquería Canina HeisGroomer,Transportes del Darién S.A.,97.42,PayPal,Error Banco,Insumos Peluquería Canina Heisgroomer,Transportes Del Darién S.A.,97.42,2026-06-08,Paypal,ERROR BANCO,-1.240224498561732,97.42,2026-06,0,Perfil_1,1,NORMAL
TXN-2026-0257,2026-05-31,Suscripción OpenAI API,Distribuidora Estética Mascotas SAS,587.08,Tarjeta de Crédito Corporativa,CANCELADO,Suscripción Openai Api,Distribuidora Estética Mascotas Sas,587.08,2026-05-31,Tarjeta De Crédito Corporativa,CANCELADO,-0.1424707920746152,587.08,2026-05,0,Perfil_1,1,NORMAL
TXN-2026-0428,2026-01-11,Insumos Peluquería Canina HeisGroomer,Microsoft Ireland Operations,632.83,PayPal,pagado,Insumos Peluquería Canina Heisgroomer,Microsoft Ireland Operations,632.83,2026-01-11,Paypal,APROBADO,-0.0399052729965088,632.83,2026-01,1,Perfil_2,1,NORMAL
TXN-2026-0101,2026-08-20,Herramientas de Hardware IoT (Raspberry/ESP32),Milesight IoT Co.,432.5,Pse / Débito,Error Banco,Herramientas De Hardware Iot (Raspberry/Espe2),Milesight Iot Co.,432.5,2026-08-20,Pse / Débito,ERROR BANCO,-0.4890189437487942,432.5,2026-08,0,Perfil_1,1,NORMAL
TXN-2026-0227,2026-07-25,Publicidad Meta Ads (Instagram/FB),Distribuidora Estética Mascotas SAS,454.29,Pse / Débito,CANCELADO,Publicidad Meta Ads (Instagram/Fb),Distribuidora Estética Mascotas Sas,454.29,2026-07-25,Pse / Débito,CANCELADO,-0.4401686123671125,454.29,2026-07,0,Perfil_1,1,NORMAL
TXN-2026-0214,2026-06-24,,ETB / Tigo Telecomunicaciones,1034.44,Pse / Débito,Pendiente,Gasto No Especificado,Etb / Tigo Telecomunicaciones,1034.44,2026-06-24,Pse / Débito,PENDIENTE,0.8604518443140553,1034.44,2026-06,1,Perfil_2,1,NORMAL
TXN-2026-0172,2026-04-12,Honorarios Consultoría Quant,Meta Platforms Ireland Ltd,926.46,Tarjeta de Crédito Corporativa,Aprobado,Honorarios Consultoría Quant,Meta Platforms Ireland Ltd,926.46,2026-04-12,Tarjeta De Crédito Corporativa,APROBADO,0.6183748005970295,926.46,2026-04,1,Perfil_2,1,NORMAL
TXN-2026-0099,2026-02-20,SUSCRIPCIÓN CANVA PRO / MARKETING,Meta Platforms Ireland Ltd,466.92,PayPal,,Suscripción Canva Pro / Marketing,Meta Platforms Ireland Ltd,466.92,2026-02-20,Paypal,PENDIENTE,-0.4118538034937467,466.92,2026-02,0,Perfil_1,1,NORMAL
TXN-2026-0293,2026-02-14,Honorarios Consultoría Quant,OpenAI LLC,209.14,Pse / Débito,Error Banco,Honorarios Consultoría Quant,Openai Llc,209.14,2026-02-14,Pse / Débito,ERROR BANCO,-0.9897628637769,209.14,2026-02,0,Perfil_1,1,NORMAL
TXN-2026-0216,2026-04-28,Licencias MetaTrader 5 / VPS Trading,Milesight IoT Co.,874.15,Efectivo,Pagado,Licencias Metatrader S / Vps Trading,Milesight Iot Co.,874.15,2026-04-28,Efectivo,APROBADO,0.5011026191112208,874.15,2026-04,1,Perfil_2,1,NORMAL
TXN-2026-0062,2026.07.20,Mantenimiento Servidor Local / Ngrok,Agropecuaria y Mascotas Mutatá,96.71,Tarjeta de Crédito Corporativa,Error Banco,Mantenimiento Servidor Local / Ngrok,Agropecuaria Y Mascotas Mutatá,96.71,2026-07-20,Tarjeta De Crédito Corporativa,ERROR BANCO,-1.241816225743053,96.71,2026-07,0,Perfil_1,1,NORMAL
TXN-2026-0048,2026-01-28,Compra Sensores LoRaWAN AgroTech,OpenAI LLC,839.66,Pse / Débito,Error Banco,Compra Sensores Lorawan Agrotech,Openai Llc,839.66,2026-01-28,Pse / Débito,ERROR BANCO,0.42378054800731063,839.66,2026-01,1,Perfil_2,1,NORMAL
TXN-2026-0033,2026-03-09,Publicidad Meta Ads (Instagram/FB),ETB / Tigo Telecomunicaciones,679.67,Transferencia Bancaria,Error Banco,Publicidad Meta Ads (Instagram/Fb),Etb / Tigo Telecomunicaciones,679.67,2026-03-09,Transferencia Bancaria,ERROR BANCO,0.06510388358531623,679.67,2026-03,1,Perfil_2,1,NORMAL
TXN-2026-0268,2026-01-09,Mantenimiento Servidor Local / Ngrok,Beeks Financial Cloud / MQ Hosting,556.93,Efectivo,Pagado,Mantenimiento Servidor Local / Ngrok,Beeks Financial Cloud / Mq Hosting,556.93,2026-01-09,Efectivo,APROBADO,-0.2100631505490396,556.93,2026-01,0,Perfil_1,1,NORMAL
TXN-2026-0328,2026-06-16,Compra Sensores LoRaWAN AgroTech,OpenAI LLC,-962.05,Tarjeta de Crédito Corporativa,Pagado,Compra Sensores Lorawan Agrotech,Openai Llc,962.05,2026-06-16,Tarjeta De Crédito Corporativa,APROBADO,0.698162927897353,962.05,2026-06,1,Perfil_2,1,NORMAL
TXN-2026-0201,2026-01-10,Alimento Medicado Mascotas,Meta Platforms Ireland Ltd,902.57,PayPal,Pagado,Alimento Medicado Mascotas,Meta Platforms Ireland Ltd,902.57,2026-01-10,Paypal,APROBADO,0.5648165437494675,902.57,2026-01,1,Perfil_2,1,NORMAL
TXN-2026-0426,2026-04-25,Servicio de Internet Fibra Óptica,Transportes del Darién S.A.,1161.77,Efectivo,Pagado,Servicio De Internet Fibra Óptica,Transportes Del Darién S.A.,1161.77,2026-04-25,Efectivo,APROBADO,1.1459090583952636,1161.77,2026-04,1,Perfil_2,1,NORMAL
TXN-2026-0028,2026-03-09,Transporte Logístico Urabá,MercadoLibre Colombia,389.67,,pagado,Transporte Logístico Urabá,Mercadolibre Colombia,389.67,2026-03-09,No Registrado,APROBADO,-0.5850382045600575,389.67,2026-03,0,Perfil_1,1,NORMAL
